12000 6
2 3139 6
1 5353 6
1 1208 3
1 7397 6
2 6969 3
1 1164 6
2 3195 3
1 8015 2
1 5203 6
2 4678 2
2 7785 6
1 5316 1
2 637 4
2 7247 1
2 9430 4
1 1661 3
2 8769 1
2 5553 1
2 3934 6
2 625 5
2 5075 6
1 1642 6
1 9536 2
2 5514 5
1 8031 6
2 1920 1
1 2999 5
1 693 3
1 7811 6
1 1110 2
2 5134 5
1 3950 2
1 9908 1
2 2168 4
1 1504 5
1 2065 6
1 4491 1
1 5148 1
1 2839 2
1 6910 2
2 9570 2
1 9913 4
2 8880 6
1 7719 4
1 7683 2
2 3102 1
2 1153 1
1 760 2
1 55 3
2 6234 6
2 3784 2
1 4595 6
2 9604 6
1 8096 3
2 6256 2
1 6806 4
1 9540 1
2 5067 4
2 9010 3
2 4356 5
2 2462 2
1 1174 6
1 8107 4
1 4252 3
1 435 5
2 305 6
2 8891 4
1 7567 4
2 5748 6
2 9687 6
2 9315 5
1 1106 1
2 613 4
2 3819 3
1 4890 2
1 5087 6
1 5268 1
1 1583 2
2 1377 5
1 5625 5
1 5772 6
2 7196 3
1 1597 6
2 4729 2
2 2131 5
2 9575 3
1 5600 4
2 7677 2
2 3332 3
2 7483 5
1 1544 6
2 7661 5
2 990 5
1 9335 6
1 8627 5
1 5438 3
1 2984 3
1 2027 2
2 5921 3
1 4241 3
2 8246 1
2 4280 6
2 8598 1
2 337 3
2 6518 2
2 3353 5
1 236 1
2 3232 4
1 5323 1
1 5019 4
1 9129 6
2 4239 5
2 746 3
1 1071 5
1 4061 4
2 3282 3
2 2735 4
2 6385 4
1 2013 1
1 4905 4
1 3497 3
1 2232 5
1 8790 3
2 7518 3
2 5314 5
1 748 4
1 6231 3
2 8623 2
2 2982 4
1 2424 4
2 9499 5
1 1481 4
1 382 2
2 5328 3
1 9511 4
1 7074 6
2 8076 3
1 6132 2
1 9231 4
1 906 5
1 458 4
1 3794 2
1 4203 1
2 7130 3
2 4608 5
2 9850 1
2 9387 2
2 8107 2
2 7215 2
2 304 5
2 946 6
1 141 4
2 7544 3
1 3434 6
1 3870 2
1 5708 5
2 3967 4
1 1062 2
1 3492 2
1 329 3
2 4451 6
1 4796 2
1 9087 5
1 345 2
1 9316 3
2 176 5
2 4648 2
2 7596 2
1 444 5
2 893 2
1 6846 2
1 5044 1
2 6378 2
2 4310 6
1 7681 5
2 8202 3
2 2494 3
1 5059 4
1 2720 3
2 4938 3
2 3929 4
1 3492 4
2 5650 1
1 3162 3
1 4804 1
2 3569 2
1 7453 1
1 8448 2
1 1935 2
1 1177 4
2 6946 1
2 167 3
1 8071 1
1 4272 5
2 4903 6
1 5161 5
1 3511 1
1 3279 6
2 6159 1
2 780 4
1 4315 5
1 3328 4
1 7891 4
1 3312 4
2 8420 4
2 6497 1
1 5388 2
1 9382 1
1 4010 2
1 5743 2
2 695 2
2 3771 4
1 4117 4
1 6937 1
1 8376 3
1 9670 2
1 3880 1
2 3677 5
1 7996 2
1 7883 4
2 8013 5
2 8485 1
1 9220 2
2 4396 3
2 8506 5
1 4726 3
1 3852 1
1 3047 1
2 7286 3
1 8640 6
1 4007 4
1 4272 1
1 6202 4
2 672 1
1 3874 2
1 6021 6
2 1152 5
2 6009 3
2 3933 1
2 487 4
1 2667 2
2 5996 4
1 5530 1
1 6468 6
2 6925 3
2 6188 6
2 4887 6
1 2406 4
1 9514 4
1 4451 3
2 7895 5
1 655 6
1 7402 4
1 7816 5
2 7632 2
2 6886 6
1 5782 6
2 7340 6
1 2336 6
1 8127 4
2 5702 6
2 7501 5
2 3036 5
1 4635 1
2 5431 2
1 4009 3
2 4712 5
1 5683 4
2 1872 6
1 6995 1
2 3233 6
2 6034 5
1 5649 2
1 5086 5
2 7823 1
1 1549 4
2 7708 5
2 7632 6
2 7179 5
1 7427 1
1 2493 6
1 1320 2
1 1786 5
1 3672 4
1 3491 2
1 8734 6
1 6100 6
1 8384 1
2 5667 6
1 6268 3
2 466 3
1 6815 3
1 3027 3
1 1320 4
2 9970 1
1 8427 2
2 7093 2
1 4647 1
2 1462 4
1 5995 3
1 3090 1
1 9115 3
1 9008 2
2 2015 4
2 4031 6
1 7683 3
2 3013 2
1 7592 1
2 7805 6
2 5569 5
1 2116 4
1 7879 4
1 8966 5
1 3330 3
2 7588 3
2 5929 5
2 4207 2
1 8041 5
1 5940 2
1 8130 5
2 4818 3
1 3046 6
1 507 1
1 6074 1
1 3849 2
1 797 6
1 3397 4
2 1424 1
2 3220 3
2 8175 4
1 4671 1
1 2876 2
1 2348 2
2 9254 5
1 8392 6
2 7554 5
2 1925 4
2 5967 1
1 7500 3
1 6635 6
1 813 1
1 3987 4
1 8355 6
2 434 2
2 5042 1
1 5514 6
2 349 6
1 7784 1
1 7232 4
1 1517 3
1 9922 6
2 5242 4
1 3699 3
2 1977 2
2 9333 6
2 1697 4
2 2152 1
2 1142 1
2 135 4
1 6202 3
1 6841 4
2 7678 1
1 5191 5
1 8775 4
1 2410 2
1 4720 3
2 7311 5
1 164 5
1 6737 1
2 232 2
2 9304 3
2 3764 5
2 9988 3
2 7407 5
2 6648 5
2 601 1
1 1108 4
2 2935 6
2 5639 2
1 9955 5
2 9222 2
1 6398 6
1 15 4
1 4656 1
2 1132 1
2 4167 3
2 4317 2
2 5403 4
1 499 2
2 5547 5
2 8233 3
1 5232 3
2 3175 2
1 3593 4
2 3345 3
2 5128 4
1 890 1
2 3244 5
1 9894 5
1 4988 6
2 3275 2
1 1492 2
1 862 2
1 3280 2
1 8391 5
1 141 3
2 9586 2
1 1624 4
2 4148 1
2 1313 5
1 3325 2
1 8870 1
1 5836 6
1 1736 2
1 1595 3
2 7720 6
2 5582 2
2 7976 5
1 5310 3
1 5888 1
1 9568 6
2 9224 3
2 7565 1
1 6774 2
2 5270 2
1 2556 3
2 27 3
1 8768 2
1 8861 1
1 7166 4
1 3708 5
1 3973 2
2 851 6
1 5994 2
1 8213 1
2 3763 3
1 2277 6
1 3278 4
2 5645 5
1 4746 1
1 718 4
2 9414 1
1 6813 4
1 4394 3
2 8941 5
2 1392 6
2 1835 5
1 6251 6
1 3849 1
1 1565 1
1 4225 2
2 8455 2
2 2000 4
1 3599 1
1 3444 2
2 8830 6
1 3121 2
1 1239 3
2 2079 1
1 6667 1
1 8591 6
1 8770 4
1 2791 1
2 8793 1
2 6181 6
1 8340 2
1 2019 2
2 1291 2
1 621 5
1 5731 3
2 7820 5
1 6518 1
2 3673 6
1 5003 4
2 9905 5
1 8979 4
2 787 2
1 4793 6
2 8700 1
1 5068 1
2 2816 5
1 1071 3
2 2049 4
2 2813 6
1 9965 5
1 4548 3
2 5872 2
2 2435 6
2 4875 3
1 7645 3
2 499 5
1 5407 6
1 1808 6
1 5543 5
1 5786 2
1 966 4
1 3106 1
1 7898 2
2 5759 1
2 1931 3
2 105 3
1 4388 4
1 2500 5
2 7026 5
1 3425 4
2 2060 6
2 1173 5
2 8990 4
2 3909 5
2 1960 6
2 950 2
2 5451 6
2 9915 1
1 487 1
1 6084 1
1 4675 4
1 9760 1
2 5348 2
1 93 4
1 1456 6
1 6820 6
1 8097 3
2 6800 6
2 6004 4
2 7037 2
2 3693 6
2 1610 2
1 4340 1
2 8671 2
2 2246 5
2 6565 4
2 7912 5
1 7460 4
2 6497 5
1 1039 5
1 8622 2
1 4872 6
1 2175 1
2 4578 2
1 5509 2
1 1419 1
2 1617 3
2 8539 4
2 6288 4
1 3195 6
2 3019 3
1 5674 2
2 8626 3
2 4030 3
2 360 5
2 4892 3
1 7887 6
2 1935 2
1 1196 3
1 2635 5
2 6300 2
1 7049 2
1 2467 2
1 7495 6
1 4634 2
2 144 2
2 7800 2
2 8641 6
1 789 4
1 529 4
2 1916 2
2 7417 6
1 1006 4
1 9647 1
1 8353 1
2 2543 2
1 389 1
1 9057 3
2 9862 3
2 4103 6
1 7123 4
2 9502 2
2 2447 6
2 3356 4
1 1867 6
2 3000 2
1 5988 6
2 4355 2
2 3059 2
2 2040 4
2 9727 2
2 2803 2
1 3285 3
2 8521 1
1 9558 4
2 4600 6
1 2088 3
1 6453 2
1 4888 2
2 7645 4
2 8466 4
1 6765 1
2 8172 2
2 7143 3
2 8448 1
1 623 4
2 1294 1
1 7457 1
1 2007 2
2 8129 5
2 1785 1
1 3463 2
1 6257 3
2 6137 6
1 4132 3
2 8123 2
1 9443 2
2 4839 4
1 3745 3
1 5953 3
1 6494 2
2 6425 4
1 8387 2
2 9771 3
1 7129 1
2 3576 4
2 1418 6
1 8829 2
2 3134 1
1 8059 1
1 4939 3
2 5231 1
2 3382 6
1 6739 3
2 5485 1
2 9478 2
2 9090 6
1 4746 3
2 649 6
2 5488 1
1 8002 1
2 9551 5
1 21 1
2 8256 4
1 4102 5
1 8965 2
2 5176 3
2 3042 6
2 6879 4
1 8086 2
2 3487 5
1 6122 5
1 2758 4
2 4500 5
2 6905 3
2 6065 3
2 8959 2
1 8279 2
1 5295 2
1 1443 6
2 8646 3
2 7771 3
1 1832 1
2 454 1
1 6607 6
1 1603 2
1 4852 4
2 7489 4
1 4531 6
2 62 2
2 3265 4
2 9509 4
1 7287 3
2 4440 5
2 1609 6
1 4523 1
2 2142 5
1 3892 3
1 9068 2
1 9927 5
2 121 2
1 5538 1
2 544 6
2 7536 3
2 3386 2
1 7259 6
2 4668 2
1 5510 5
2 5677 2
2 8551 2
1 8352 2
2 9194 5
1 3146 6
1 2801 3
2 9753 6
2 1766 6
1 7296 3
1 416 3
1 7949 6
1 710 6
1 4015 6
2 5754 2
1 1267 3
2 9326 6
2 9050 5
2 536 4
2 666 3
1 4055 2
2 5459 2
1 7802 2
1 7043 3
2 2436 2
1 3619 1
1 1346 6
1 6326 6
1 6135 1
1 8316 6
2 775 1
1 5425 3
1 7200 1
1 4381 2
1 9661 1
1 1125 2
1 4298 4
1 6705 5
1 6593 1
2 5667 4
1 883 1
2 7425 3
1 2492 5
1 8126 5
1 6343 2
1 7802 3
2 8183 6
1 2900 5
1 6469 1
2 6900 5
1 4354 2
1 9138 3
1 7842 1
2 9398 4
2 4032 4
2 4733 1
1 4334 6
2 132 6
2 7528 4
2 6240 5
1 3648 2
2 5860 3
1 6702 3
2 9206 6
1 7283 2
1 4112 3
2 219 2
1 8929 6
1 3328 2
2 339 2
1 1307 1
1 7276 6
1 1579 1
2 7914 5
1 2227 5
1 9597 1
1 7220 4
2 5463 1
1 5592 1
2 7512 1
2 9406 2
1 6373 5
1 808 4
1 3796 4
1 5942 5
2 8319 2
1 9157 1
1 6180 1
2 9737 4
1 1540 4
2 7413 6
1 7775 2
1 6513 6
1 4645 6
2 975 1
2 1647 2
1 8719 3
2 8003 3
2 6477 2
1 5152 6
1 5308 1
1 5482 6
2 5299 6
1 1458 1
2 8003 1
2 1611 4
1 5188 2
1 751 2
1 6292 4
1 9266 1
1 9038 4
2 1259 1
2 9075 5
2 3541 5
1 7066 5
1 5045 3
2 4746 2
1 1488 6
2 3344 1
2 9470 6
2 6393 1
2 836 2
1 9178 5
1 4071 1
2 6111 3
2 4721 2
1 4840 6
2 1054 5
2 6361 3
1 9901 2
1 802 3
1 5799 5
2 381 1
2 6245 5
2 1518 5
2 6416 6
2 2535 5
1 1103 2
1 829 1
1 9096 6
2 5348 4
1 9750 3
2 7050 4
1 9274 1
1 6415 1
2 9578 1
2 778 4
2 4145 2
2 2529 2
1 3314 4
2 915 1
2 5490 3
1 2541 4
2 4446 5
1 3607 3
1 1890 1
2 5416 1
1 5745 5
1 6244 1
1 5744 4
1 2009 6
1 6025 4
1 7928 6
1 4150 5
1 3621 2
1 6576 4
1 9615 1
1 7517 6
1 3900 4
2 4948 1
2 2377 1
2 6981 5
2 9703 6
1 6914 6
2 7395 6
1 5276 1
1 6603 1
1 436 2
2 5441 5
1 5039 6
2 7587 2
2 1904 3
2 7787 1
2 2007 5
1 4913 6
1 1264 6
2 1748 3
1 7562 1
1 6475 2
2 2628 1
1 8541 4
2 1822 3
1 5583 6
2 6749 1
2 6182 3
1 1424 1
2 8056 4
2 5123 3
2 2215 1
1 4763 6
1 9758 3
2 9900 6
1 4053 2
1 481 5
2 518 1
2 3738 5
1 4 3
1 6459 6
1 6386 5
2 3857 4
2 6224 3
2 3436 2
1 4630 3
1 7547 1
1 9163 4
2 8520 2
1 4340 4
2 3772 5
1 799 4
1 5981 4
1 3996 3
2 4449 3
2 7316 2
1 7729 2
2 2307 1
2 8469 4
1 9197 5
1 7984 5
2 8174 5
1 7343 6
2 5468 1
1 8136 4
1 9192 5
2 5426 6
2 8368 6
1 3258 6
2 7028 5
1 7797 1
1 8155 3
2 2506 5
2 5794 1
2 9693 6
2 3439 4
1 5816 2
1 2773 2
1 5783 6
1 6110 1
1 1452 6
1 2316 5
2 5873 6
1 2939 6
1 4048 2
1 680 5
2 4038 1
1 6674 1
2 2263 3
1 3079 6
2 2067 6
2 2230 1
2 6956 1
1 4412 5
2 1576 1
2 1378 1
2 4590 1
1 5655 1
1 2730 6
2 4090 3
2 3080 3
2 787 5
2 3583 3
2 7391 1
2 5017 4
2 538 4
1 9893 4
1 6464 3
2 7305 1
1 4737 4
1 5950 2
1 2974 2
2 7326 5
1 1211 1
1 3958 6
2 7177 6
1 3017 3
1 6155 3
1 6204 6
1 4059 4
1 7497 2
1 4773 2
2 4564 6
2 8602 3
1 5083 5
2 2263 4
2 159 1
1 8794 5
2 461 5
2 3410 3
1 400 4
2 165 1
2 4496 5
1 1131 3
2 1906 1
2 7091 3
1 8797 1
1 563 5
1 2288 1
1 4269 3
2 3109 2
2 8985 5
2 5462 1
2 5451 1
2 2946 1
1 7852 5
2 2004 4
1 1388 1
2 5254 6
2 1296 2
2 4272 6
2 800 1
2 5735 6
2 898 3
2 4609 1
1 85 1
1 5907 4
2 2812 2
1 445 1
2 9614 5
1 996 3
1 7975 2
2 911 1
2 1763 4
2 2978 4
1 5182 1
2 6866 6
2 7261 3
2 1372 6
2 2051 2
2 5136 2
1 6019 5
1 1459 6
2 3486 1
2 3334 4
1 4631 2
1 1325 2
1 6231 2
2 3698 6
1 7209 2
2 4107 2
2 1624 5
2 3803 2
2 2831 3
1 2494 3
1 118 4
2 4162 6
1 6108 3
1 2645 1
1 2260 3
2 2766 5
2 4444 5
2 7134 1
1 7165 6
2 9109 2
1 5375 1
2 6790 2
2 8432 4
2 3642 2
2 8352 5
2 6357 1
1 8835 6
2 6777 3
2 1080 2
1 675 3
2 1181 2
1 7179 1
2 9315 4
1 2775 3
2 1691 6
1 4671 4
2 5499 4
1 8796 6
2 3856 4
1 276 2
2 7802 3
2 7813 5
2 654 1
1 1018 1
2 2033 4
1 4311 6
2 1721 2
1 524 6
1 9914 4
1 827 3
2 1618 6
1 3826 2
2 9820 5
1 2870 1
2 9606 1
2 2252 2
2 9593 2
2 4398 2
2 9978 1
1 4466 5
2 3076 4
2 2754 3
1 3127 2
1 3897 5
1 9288 6
1 3171 5
2 1994 1
2 425 1
1 1356 6
1 9138 1
1 5716 6
1 3258 1
1 4610 1
2 2005 3
2 7148 2
1 4853 5
1 7577 1
1 7529 2
2 2707 5
2 2697 1
1 4856 4
2 9075 6
2 3597 4
2 1730 4
2 5122 3
1 2622 2
1 3557 1
2 118 2
1 10000 2
2 5495 6
2 5632 2
2 3827 1
2 533 6
2 9691 2
1 4440 1
2 6974 4
1 7517 2
2 5772 4
2 9774 4
1 9746 5
1 4983 5
2 8715 6
1 3940 6
1 4190 1
2 3904 2
1 8279 4
2 3369 4
2 9956 6
2 301 2
1 8032 6
2 9037 4
2 8902 6
1 481 4
1 3370 1
1 9108 6
2 3610 4
1 1089 2
1 8848 1
2 6359 5
2 2309 4
1 9919 5
2 2188 3
1 2233 1
2 2970 4
2 2433 3
2 1863 2
2 2873 2
1 2604 2
2 7554 3
1 5912 6
2 5444 6
2 7813 6
1 3375 5
2 7211 2
2 3448 4
1 1003 4
1 3567 4
1 1342 4
2 4738 6
1 9408 2
2 9420 4
2 5184 5
2 2817 2
2 3948 4
1 9209 6
1 2040 5
1 8742 6
2 3217 1
1 5631 3
1 3574 2
1 6350 2
1 3670 5
2 9037 3
1 8833 3
1 6136 2
1 2593 1
2 40 4
2 1563 4
1 4089 3
1 2261 6
2 2115 1
1 7416 6
1 6653 5
1 1211 2
1 3323 1
2 1604 3
1 4391 6
2 9474 6
1 2034 5
1 1426 1
2 5992 3
1 1050 4
1 5914 4
1 5684 5
1 5961 2
2 3030 1
2 5940 5
2 3928 2
1 9318 1
2 2436 3
1 7519 2
1 8030 4
2 221 3
2 5549 4
1 376 5
1 4557 3
1 2114 4
1 5711 2
2 175 5
1 5752 1
1 7945 6
2 8017 3
2 3445 3
2 3091 5
2 5417 2
1 9933 4
1 1663 2
1 2396 1
2 3740 4
2 3005 2
2 3761 6
1 7139 1
2 2203 3
1 2233 2
1 5496 3
1 7391 6
1 4169 6
2 8095 3
1 6817 4
1 4303 5
2 9850 5
2 96 2
2 3832 6
1 7451 4
2 8876 5
1 6308 6
1 6417 5
1 1457 6
1 3297 4
2 9436 5
2 1669 6
1 395 2
1 6082 6
1 7202 4
1 6811 5
2 6744 6
1 5573 3
1 7552 3
1 2456 6
1 935 1
2 290 2
1 4115 1
1 5454 2
1 3335 3
1 2757 1
2 1178 3
1 2164 3
1 8360 2
1 4011 1
2 6219 4
1 8199 5
1 3612 6
1 7903 1
2 7148 5
1 6020 2
1 9324 3
1 4363 3
2 511 6
1 5147 3
2 4810 6
2 5791 4
1 3582 6
1 6788 3
1 2688 4
1 2975 5
2 6332 5
2 8837 2
2 7787 5
1 9218 2
1 2505 3
1 7835 6
2 7738 6
1 9652 3
1 8272 4
2 3999 1
1 3885 1
1 3583 2
1 4087 2
1 5068 3
1 9075 6
2 3903 1
2 1482 1
2 7101 3
1 1924 1
2 5488 2
1 3479 1
1 4778 1
2 1877 6
1 977 4
2 2352 1
2 8588 1
2 4926 1
2 7983 2
1 5033 3
2 5949 3
1 7698 3
2 2652 2
1 7942 1
1 8402 4
2 890 6
2 6629 6
2 1417 2
1 1963 1
2 3170 5
2 7767 6
2 1219 5
2 9333 2
2 5834 5
2 3042 1
2 3018 3
1 887 1
1 6830 1
1 1014 6
1 1754 1
2 9965 3
2 2605 3
2 9563 6
1 8947 6
1 1676 6
2 3822 2
1 6387 1
1 3262 1
2 1486 5
2 3331 1
1 5707 2
2 1995 3
1 4108 3
2 3128 3
1 5016 5
2 9759 3
1 9096 4
2 5867 6
2 4544 3
2 8195 5
1 4972 2
1 6788 4
2 5456 4
2 6276 4
1 9482 5
2 8280 1
2 189 5
1 2248 1
2 2276 2
1 7079 3
2 8461 5
1 6702 4
2 9034 2
1 681 3
2 7303 4
2 1968 6
1 2364 2
2 5151 1
2 5590 2
1 7450 3
2 9282 1
1 4975 2
1 9829 6
2 2228 5
2 5014 6
2 9142 5
1 6373 1
2 5977 1
2 9031 3
2 8023 4
2 4955 3
2 4974 1
1 6403 1
2 5379 3
2 6338 5
2 5901 5
2 8695 5
1 6289 5
1 8126 6
2 9667 5
1 2099 4
1 711 5
2 7075 3
2 9316 4
2 6264 5
1 9806 1
2 2191 1
2 1063 3
2 7578 2
1 7268 1
2 5211 6
1 6465 5
2 4081 1
1 4124 5
1 4762 2
1 239 6
1 7216 4
1 1212 4
1 4197 2
1 5437 5
2 434 4
1 2072 2
1 7371 5
1 6000 6
2 6914 3
2 7120 3
2 824 5
2 4222 3
2 5304 6
2 894 6
1 9116 1
2 6624 1
2 3226 5
1 7906 3
2 3841 5
2 7450 1
2 3378 5
1 2848 6
2 8404 5
1 6100 4
2 4932 4
2 1698 5
2 3575 6
2 9299 3
1 7827 6
1 9920 4
1 621 3
1 6539 1
2 9240 1
1 6786 2
1 5969 3
1 9623 3
1 2852 2
1 3368 5
1 2953 2
1 3875 3
2 846 3
2 8154 6
1 1740 2
2 8120 4
2 4170 2
2 4707 5
2 5962 6
2 8128 6
2 657 1
1 7425 3
1 6195 1
2 5857 1
2 7269 4
2 507 6
1 5235 2
1 5521 3
1 5785 3
1 5647 1
2 9245 4
2 4671 2
2 898 2
1 785 2
2 2525 4
1 961 1
2 6586 5
2 2255 2
2 9803 3
2 4649 3
2 576 4
1 7807 4
1 8054 3
1 8501 3
1 4356 3
2 6066 5
2 9457 2
1 2107 3
2 578 5
2 9454 3
2 2728 2
2 3330 2
2 8545 5
1 1289 2
2 1497 6
1 6999 1
2 4769 1
2 5458 3
1 5824 1
2 4798 2
2 85 4
1 3848 4
1 1548 5
1 4842 5
2 1566 6
1 7020 1
1 9133 4
2 2654 1
1 8738 5
1 3280 4
1 6630 6
2 693 4
2 8304 6
2 9712 3
2 2829 1
1 9035 4
2 5252 2
2 9947 4
2 2450 5
1 6269 3
2 1083 4
2 7130 1
2 6748 6
1 4777 6
1 7106 5
1 9321 4
1 9379 1
2 3229 5
1 1225 1
1 4577 2
2 5700 3
1 1109 2
1 8303 4
2 147 4
1 5640 2
1 4635 6
1 4491 3
2 829 4
1 8153 3
1 25 5
1 4815 5
2 8822 5
1 6756 2
2 6081 3
1 3430 5
2 9534 3
2 2630 5
1 330 4
2 8514 1
1 6747 6
1 1328 3
2 7733 6
2 1276 1
1 5276 4
1 1924 3
2 3684 3
1 3118 1
1 6310 2
1 2089 6
2 4794 1
1 5632 5
2 4251 1
2 1074 1
2 3546 2
2 4870 3
1 2840 6
1 1255 4
1 8571 6
2 2973 5
2 2160 6
2 8172 3
1 7028 1
2 8737 5
2 254 6
1 116 6
2 4358 5
2 5289 5
2 8059 1
2 9021 1
1 6848 3
2 1300 4
1 8036 4
1 7659 4
2 323 5
1 4418 5
1 7439 4
1 1844 1
1 3847 4
2 1530 4
2 1259 6
2 4231 4
1 9813 2
2 7884 5
2 2617 2
2 8115 1
1 4572 4
1 9959 3
1 4654 1
1 3052 5
1 2312 2
2 2257 2
2 6797 3
1 700 2
2 8854 5
1 1024 4
1 8200 1
1 3598 1
1 8478 4
1 369 5
2 9459 1
2 354 1
2 5273 1
2 2979 1
2 8744 5
1 1382 5
2 783 4
1 2619 1
2 2948 5
2 5472 5
2 9131 6
2 5512 2
2 2584 2
1 8839 6
1 654 1
2 2121 4
1 1204 1
1 7724 1
2 5701 4
2 3747 2
1 8715 5
2 8210 3
2 5065 5
2 3791 5
1 9408 5
2 6505 3
2 2320 6
1 7524 5
2 7468 2
2 1760 1
1 3333 3
2 1831 3
1 2339 6
2 9949 5
2 2580 3
1 65 1
1 7542 1
1 7343 4
1 687 4
1 5833 2
2 3317 2
2 7319 1
1 9076 4
2 1400 4
2 3687 5
1 4381 1
2 2468 2
2 9260 6
1 570 6
2 1293 1
2 9027 1
1 6167 5
2 6469 2
2 8693 6
2 7151 2
1 8677 3
2 8777 5
2 194 1
1 8229 2
2 2700 4
2 612 1
1 6033 1
2 9676 1
2 4143 4
1 8327 1
1 6044 2
2 1044 1
1 5622 1
1 789 6
1 8964 6
1 5569 1
1 4034 2
2 2932 6
2 6014 4
1 6468 5
2 6486 3
2 7380 1
1 9553 3
2 2521 6
1 5810 3
2 8995 5
2 533 5
1 3094 1
2 9747 2
1 6452 1
2 2774 4
1 4261 4
2 3100 1
2 9725 4
1 9998 3
1 2711 4
2 1179 1
1 1207 5
1 2714 1
1 6420 5
2 2968 4
1 1306 6
1 1722 6
1 2693 3
2 571 1
1 7451 3
2 7332 3
2 26 3
2 6538 4
1 1845 3
2 4732 4
2 1360 1
2 8233 2
1 6278 5
2 8239 3
2 4596 6
2 7745 4
1 7164 2
2 4539 3
1 9787 1
2 4153 1
1 2172 2
1 5230 6
1 9109 1
2 9837 3
2 1256 6
2 9873 6
1 8726 3
2 8079 4
1 4906 6
1 1151 1
2 5889 6
1 398 2
2 9788 1
1 5759 5
1 9195 6
2 2875 2
1 7043 4
2 6643 1
2 4311 5
1 9671 4
1 142 2
2 1885 2
1 8830 5
1 7492 4
2 5228 2
2 2612 3
1 8820 3
2 1168 5
2 1711 2
2 6304 2
2 1214 2
2 4294 6
2 4644 3
1 231 1
2 1549 3
2 1356 6
2 5009 2
1 5122 2
1 4198 4
1 4092 2
1 2721 6
1 1789 2
1 8754 4
2 5892 2
2 825 4
1 5746 1
1 7437 6
2 9384 4
2 4960 4
2 3619 4
1 9063 1
2 6568 5
1 2050 3
2 9783 2
2 6717 2
2 4615 3
2 532 5
2 4422 2
2 2291 1
1 4301 4
1 6695 2
2 3881 5
2 2244 5
2 1839 4
1 6936 6
1 8315 6
1 1531 2
2 9017 1
1 3097 3
1 7098 5
2 7903 5
2 3080 6
2 3523 2
1 6057 2
2 1029 1
1 1153 6
2 7458 1
2 7669 5
1 5791 2
2 9621 6
2 4138 4
1 7779 5
2 8950 2
2 5757 2
2 9730 6
2 7376 2
2 3004 1
1 40 6
2 9073 3
2 3546 6
1 2329 1
1 2197 1
1 7038 3
2 3562 2
1 6360 5
1 7398 2
1 2114 5
2 2387 6
2 5132 6
1 5154 5
2 4313 1
2 8197 2
2 6667 5
1 9303 3
2 8174 4
1 8962 1
2 4197 4
1 4451 4
1 453 1
2 5203 2
2 875 6
2 561 4
1 4238 2
2 8998 3
2 7053 3
1 4760 2
1 5564 6
1 9897 5
2 8575 4
1 1304 1
2 927 4
1 2404 4
2 6312 5
2 6970 2
2 989 5
1 5605 6
1 8062 3
2 522 2
1 3036 3
2 7528 2
2 2940 2
1 256 2
1 8983 1
1 669 6
1 43 3
2 3014 2
1 8522 3
2 6769 2
2 5140 4
1 2268 4
2 7451 1
2 6593 6
1 2284 6
2 9511 5
2 2942 3
2 5334 6
2 1659 2
1 1528 5
1 9812 4
2 9398 2
2 3640 1
1 5334 2
1 5309 1
1 7507 5
2 9708 3
1 9424 4
1 4820 2
1 6382 5
1 4419 2
1 2821 3
2 457 1
1 8205 1
2 911 3
1 7856 3
2 6121 1
1 8154 6
1 8528 3
1 8944 2
2 1631 2
1 3541 3
2 898 5
1 2521 3
2 1810 5
1 9851 5
2 7161 1
2 5396 6
2 8091 3
1 7689 1
2 3185 1
2 3964 1
2 4373 5
2 6477 3
1 4003 2
2 1496 2
2 4697 5
2 6387 6
2 4945 4
2 8724 5
1 2177 5
2 9322 3
2 3197 4
1 9124 5
1 297 3
1 7343 1
2 9657 1
2 5695 6
1 5696 4
1 8651 6
2 7081 4
2 8729 2
2 6949 5
2 404 3
1 7992 2
1 6451 3
1 9216 4
2 1259 5
2 6662 1
2 1339 3
1 9036 1
1 1900 6
2 9028 1
1 6420 4
2 1776 1
1 7560 3
2 5467 5
1 5122 5
1 5663 2
1 1833 2
2 9192 4
2 2861 4
1 4060 1
2 7395 2
1 8127 5
2 8958 4
1 2065 3
1 7893 1
2 7704 5
1 7298 4
2 5604 5
1 4507 5
2 5018 6
1 8246 3
2 9738 2
1 9294 6
2 2264 6
1 2625 6
2 9809 6
1 737 5
2 343 4
1 8162 6
2 7207 1
2 210 6
1 4748 5
2 2611 4
2 7949 1
2 1514 1
1 4737 6
2 7527 1
2 4152 5
1 1896 1
1 3761 1
1 8432 6
2 2982 3
1 2676 2
2 7121 3
2 2890 1
1 7331 1
1 5840 3
1 5200 4
1 8732 5
2 6332 2
2 102 3
1 7342 5
1 8927 5
2 4937 2
2 5636 5
2 3699 1
2 9409 4
2 3692 5
1 106 6
1 9729 1
2 8008 4
2 653 5
2 2213 5
2 2985 3
2 4373 6
2 4299 3
1 9678 2
2 9440 1
2 9482 1
2 3346 6
1 1968 4
2 4266 4
1 8962 2
2 5739 2
2 6822 1
1 4352 1
1 6984 5
1 2706 5
2 2585 6
1 1491 6
2 3812 4
2 553 3
1 5222 6
1 2018 5
2 4932 2
1 8698 4
2 6831 2
1 5943 6
1 7209 5
1 5694 5
1 4912 1
2 915 3
2 9948 3
1 8084 4
2 2516 2
1 3551 4
1 2882 3
2 235 3
2 5150 4
